text,generated_summary,original_summary,len(text),len(summary),len(target_summary),time_taken,memory_used,rouge1,rouge2,rougeL,BERTScore F1,complexity
"Paul Croft, 19, from Eccles, died a week after being attacked in an alley in Pendlebury, Salford in 2005.
James Wilde, 29, of Rake Lane, Swinton, was found guilty of murder, while Paul O'Neill, 36, of Broomhall Road, Pendlebury was convicted of manslaughter at Manchester Crown Court.
On sentencing, his mother Susan Croft said ""justice has been served"".
""We need to attempt to move on and hopefully today will provide closure for our pain over the last 12 years,"" she added.
Wilde was sentenced to life with a minimum of 16 years, while O'Neill received 12 years in prison.
In 2010, Greater Manchester Police offered a Â£50,000 reward to catch Mr Croft's killers.
The force's cold case unit reopened the investigation in 2015 and the killers were arrested last year after a witness came forward.
Mr Croft and his friend were ""viciously"" attacked on 24 March 2005 at Sandy Path in Pendlebury by a gang armed with weapons, police said.
Answering two separate emergency calls, police arrived to find Mr Croft on the ground with severe head injuries and a baseball bat at the scene.
He died a week later in hospital, leaving his girlfriend, who was seven months pregnant with twins.
Senior investigating officer Bob Tonge said it had been ""a horrendous attack on a man who had simply enjoyed a night out with friends"".","Here's a concise summary of the given text:

In 2005, 19-year-old Paul Croft was attacked in an alley in Pendlebury, Salford, and died a week later. He was found guilty of murder and sentenced to life with a minimum of 16 years. His mother, Susan Croft, expressed relief and closure after the case was finally solved. The killer, James Wilde, was sentenced to life with 12 years, while his friend, Paul O'Neill",Two men have been convicted of beating a man to death with a baseball bat 12 years ago.,1315,410,87,10.29 seconds,0.05 MB,0.14893617021276595,0.04347826086956522,0.14893617021276595,0.8490958213806152,easy
"However, as the celebrity can still appeal to the Supreme Court he cannot be named - yet.
One of the grounds to lifting the reporting ban was that the allegations were now widespread.
This was due to publication of the story in Scotland and other countries. It was published north of the border as the injunction did not apply outside England and Wales.
As Scotland is a separate legal jurisdiction, foreign judgments, including those from England and Wales, require to be registered in Scotland to work.
However, a foreign judgment can only be registered in Scotland if it is a final order of the court.
Interim orders are issued during the course of an action for protective purposes until the court has the opportunity of hearing the case and making a final order.
The gagging order obtained by the celebrity was an interim injunction. It was not a final judgment and so could not be enforced in Scotland.
If the celebtrity had wanted to obtain protection in Scotland, the celebrity would have needed to go to the Scottish court seeking interim interdict (the Scottish term for an interim injunction). This could be done in two ways:
There is little practical difference between the two approaches.
If an interim interdict had been granted under either of those two options then it would have stopped the printed publication in Scotland and the Court of Appeal might have come to a different decision.
So, what's going to happen now? On Monday the court gave the man time to apply to take his case to the UK Supreme Court.
In the ruling, they said there must be no publication leading to disclosure of the celebrity's identity before 13:00 BST on Wednesday.
The celebrity - who has young children and whose spouse is also well-known - has until 10:00 BST on Tuesday to submit arguments to the Supreme Court.
It will then decide whether to hear the case - and therefore extend the reporting ban - or to throw it out, leading to the order being being lifted.","Here's a concise summary of the given text:

The UK Supreme Court has ruled that a celebrity's gagging order, obtained through an interim injunction, can be lifted if the case is heard and a final order is made. The order was issued due to allegations of widespread publication in Scotland and other countries. The celebrity must now submit arguments to the Supreme Court by 10:00 BST on Tuesday to determine whether to lift the reporting ban.",The Court of Appeal has held that the interim injunction banning the naming of a married celebrity who it is claimed participated in a threesome has been lifted.,1959,443,161,7.96 seconds,-0.03 MB,0.2990654205607477,0.01904761904761905,0.1869158878504673,0.8668889403343201,easy
"A car with blue flashing lights had stopped another car in East Kilbride at 02:15 on Wednesday 16 November.
A man dressed in a bogus police uniform asked the 31-year-old driver to get out. When he refused, the fake officer and another man drove off.
The arrested man is expected to appear at Hamilton Sheriff Court on Tuesday.","Here's a concise summary of the given text:

A car with flashing blue lights stopped in East Kilbride on November 16, 2023. A man in a fake police uniform was stopped by the driver, who refused to get out. The man was arrested and is expected to appear in court on Tuesday.",Police investigating an incident in which two men allegedly posed as police officers have arrested a 27-year-old man.,326,273,117,5.30 seconds,2.59 MB,0.13698630136986303,0.0,0.0821917808219178,0.8620170950889587,easy
"The Swiss 19-time Grand Slam winner was the only player who could have denied Spain's Nadal taking the top spot in the rankings from Andy Murray.
Federer was injured in Sunday's Rogers Cup final defeat by Alexander Zverev.
Briton Murray pulled out of Cincinnati last week as he continues to recover from a hip problem.
Reigning French Open champion Nadal returns to the top of the rankings for the first time since July 2014.
The 31-year-old went out of the Rogers Cup in the last 16 against wildcard Denis Shapovalov.
Federer went all the way to the final before losing to 20-year-old German Zverev in Montreal - the Swiss' first tournament since winning Wimbledon for the eighth time in July.
""I am very sorry to pull out,"" said the world number three. ""Cincinnati has some of the best fans in the world and I am sorry I will miss them.
""Unfortunately, I tweaked my back in Montreal and I need to rest this week.""
The Cincinnati Master leads up to the the US Open, the final Grand Slam of the year, which begins on 28 August.
Federer, 36, joins fellow top 10 players Murray, Kei Nishikori and Marin Cilic in withdrawing, while 2016 US Open winner Stan Wawrinka and 12-time Grand Slam champion Novak Djokovic will miss the rest of the season.","Here's a concise summary of the given text:

Roger Federer withdrew from the Cincinnati Masters due to a back injury, marking the first time he has missed a Grand Slam tournament since winning Wimbledon in July. This is a significant blow to his chances of regaining the top spot in the rankings. Federer's injury is a concern for the US Open, which begins on August 28. Other top players, including Andy Murray, Kei Nishikori, and Novak Djokovic,",Rafael Nadal will be the new world number one from next Monday after Roger Federer withdrew from the Cincinnati Masters with a back injury.,1243,447,139,9.80 seconds,5.17 MB,0.21359223300970873,0.15841584158415842,0.21359223300970873,0.863286554813385,easy
"England's new era under coach Eddie Jones starts with a testing opener against Scotland at Murrayfield.
Champions Ireland begin life without retired talisman Paul O'Connell by hosting a Wales side seeking a fourth title under coach Warren Gatland.
France, also under new management, host Italy in the weekend's first match.
Nearly a million fans will have filled stadiums in London, Paris, Rome, Cardiff, Dublin and Edinburgh by the time the sport's oldest tournament ends on 19 March.
Historic rivalries make the Six Nations a colourful and boisterous spectacle off the pitch.
But with last year's World Cup semi-finals comprising only southern hemisphere sides, these six sides will be eager to prove they are just as eye-catching on the pitch.
The Six Nations will offer a fresh start for many, with England in particular looking to banish memories of a dreadful World Cup campaign.
As well as a new coach, they have a new captain in Dylan Hartley, and are aiming to atone for becoming the first host nation to fail to progress beyond the World Cup group stages.
Chris Robshaw, who captained England to the home World Cup defeats by Australia and Wales that ultimately ended Stuart Lancaster's reign, starts at Murrayfield and has said this tournament feels like a ""new start"" and a chance to ""right some wrongs"".
A resurgent Scotland, who suffered a heartbreaking 35-34 last-eight defeat by eventual finalists Australia at the World Cup, are far more expressive these days under coach Vern Cotter and victory over the auld enemy would give them a first Calcutta Cup win since 2008.
A good start is essential for the Scots - who have not won the title since 1999 - if they are to build on their World Cup campaign.
But history is against the hosts as they have only won their first game of the Six Nations once, in 2006, and have not scored a try against England at Murrayfield since 2004.
Back-to-back champions Ireland host a Wales team who have won the Grand Slam in the last two post-World Cup Six Nations.
Both are title contenders, although the defending champions are dealing with a future without former captain O'Connell, while top-class players including Cian Healy, Iain Henderson, Tommy Bowe, Peter O'Mahony and Luke Fitzgerald are unavailable for Sunday's match.
Ireland's long injury list may give Wales the advantage in a contest many believe will determine the outcome of the championship.
Ireland coach Joe Schmidt has said facing Wales will be ""a challenge"", pointing to the average size and experience of Gatland's men.
""They have comfortably 300 caps more than any other team,"" said Schmidt, regarded as one of the best coaches in world rugby.
""On top of that, the stats at the World Cup show that they are literally the biggest team in world rugby, averaging 106kg a man. For us, that is going to be a challenge, because we are not the biggest. We have also shed about 300 caps.""
Media playback is not supported on this device
Former France winger Guy Noves - who won four European Cups as Toulouse coach but failed to win a trophy during the last three years of his tenure - makes his Six Nations bow as France coach.
Les Bleus failed to ignite during Philippe Saint-Andre's disappointing four-year reign, finishing no higher than fourth in the past four Six Nations.
The scars of the 62-13 quarter-final thumping by New Zealand at the World Cup may remain, but Noves has made changes, selecting eight uncapped players with centre Jonathan Danty and 21-year-old back-rower Yacouba Camara the most exciting inclusions.
A home tie against Italy, who have propped up the table in 10 of the past 16 seasons, should present Noves with a smooth start to the competition.
But the presence of increased security at the Stade de France following the attacks on the French capital in November will offer a reminder that winning is not everything.","Here's a concise summary of the given text:

The 2024 Six Nations rugby tournament is set to kick off with a new era under coach Eddie Jones, marking a fresh start for England. The tournament will feature six teams, including Ireland, France, Wales, Scotland, Italy, and England, with a focus on banishing memories of last year's World Cup campaign. 

Key points:

- England, under new coach Eddie Jones, aims to prove they are just as eye-catching on the pitch",Rugby union fans across Europe are gearing up for a six-week competition like no other as the Six Nations kicks off this weekend.,3861,461,129,8.84 seconds,8.50 MB,0.1904761904761905,0.01941747572815534,0.09523809523809525,0.8458385467529297,easy
"Northern Ireland's Rea started eighth at the Lausitzring but carved his way through the field to lead by lap five.
Davies moved in front after the midway point as he eased to victory, with Marco Melandri completing the podium.
Rea's main title challenger, Tom Sykes, was fourth as the gap increased to 70 points with four rounds left.
Davies' win ahead of Rea mirrored the result of Saturday's first race.
On Sunday, Rea took his Kawasaki from the third row of the grid to third place on lap one, and up to second on the following lap before passing pole-sitter Melandri.
Ducati rider Davies was also a third-row starter and worked his way up to challenge Rea before moving through to take command of the race.
""I was in aggressive mode, I gave 100% and emptied the tank,"" said Rea, who is on course for a third straight World Superbike triumph.
""I was beaten by the better guy but we worked hard and now move on to the next round.""","Here's a concise summary of the text:

1. Michael Rea started eighth at the Lausitzring but overtook Marco Melandri to take the lead by lap five.
2. Davies secured a podium finish, finishing fourth, after a gap of 70 points to Rea.
3. Davies moved up the grid to challenge Rea, who took the lead on lap one and secured second place on the following lap.
4. Rea's victory marked his third consecutive World Superbike","World Superbike champion Jonathan Rea finished second in race two in Germany to extend his series lead, as Welshman Chaz Davies secured a double.",932,415,145,7.17 seconds,1.77 MB,0.19801980198019803,0.060606060606060615,0.1188118811881188,0.8616685271263123,easy
"Evans, 25, was freed last month after serving two and a half years for rape.
A Blades statement said: ""After due consideration, the board has decided to respond favourably to the PFA's request to allow Evans to train at the club.""
However, they are ""not prepared at this time"" to decide whether to re-sign the Wales international striker.
The League One club's statement continued: ""The club acknowledges receipt of a request from the PFA to the effect that the club consider allowing Mr Evans, who is a PFA member, to train at the club's facilities.
""According to the request, this training would be with a view to enabling Mr Evans to get back to a level of fitness, which might enable him to find employment in his chosen trade.
""This request has come to the club, because it is the last club at which Mr Evans was registered before his conviction.
""The club agrees with the recent statements of the PFA, to the effect that professional footballers should be treated as equals before the law, including in circumstances where they seek to return to work following periods of incarceration.
""There can be no place for 'mob justice'.""
Sheffield United's statement was released at 18:00 GMT, eight hours after the news of Evans training with the club was broken by BBC Sport.
Media playback is not supported on this device
The Football League said that ""while we fully understand the gravity of the offence"", if a request was received from any of its member clubs to register Evans, they would ""have no option but to accept it"".
Evans, who maintains his innocence, has scored 59 goals in 167 appearances during spells with Manchester City, Norwich City and Sheffield United.
He was sentenced to five years in April 2012 for raping a 19-year-old woman in a hotel room in May 2011, having been found guilty by a jury at Caernarfon Crown Court. At his trial, he admitted to having sex with the woman but denied rape.
Evans was released from prison in October after serving half of his sentence. He has not offered any apology to his victim.
He has so far declined any request to be interviewed by the BBC, but released a video statement on his personal website, in which he said he wanted to play again.
An inquiry into his conviction is to be fast-tracked by the Criminal Cases Review Commission, the body which examines potential miscarriages of justice.
Almost 157,000 people have signed a petition urging Sheffield United not to take the player back after the club chose not to renew his contract following his conviction. His deal expired during his incarceration.
Campaign groups have criticised the decision to allow him to train with his former club.
Rape Crisis England & Wales spokeswoman Katie Russell said: ""Sheffield United has given no indication that they feel they have any responsibility towards the huge numbers of sexual violence survivors who follow their club or attend its matches.
""It has become clear that many people still consider rape in some contexts and circumstances more 'real', more harmful than others, and believe some rape survivors are therefore more 'worthy' of empathy than others.""
End Violence Against Women Coalition spokeswoman Sarah Green said: ""We are appalled that top football club Sheffield United are taking the first step to allowing an unrepentant convicted rapist back into their team this week.
""Footballers are critical role models for young men and women in particular, and the player concerned is now set to return to top-flight football when he has shown no remorse for his crime.""
Sources maintain that Blades manager Nigel Clough is still to decide whether he wants the striker in his squad, and insist that allowing Evans to train with them does not necessarily mean he will be offered a fresh contract.
However, Clough has said that any decision on the convicted rapist is one for United's co-owners, Prince Abdullah Bin Musa'ad Bin Abdul Aziz of Saudi Arabia, and Kevin McCabe.
Meanwhile, television presenter Charlie Webster announced on Newsnight her resignation as a Sheffield United club patron following the club's decision to allow the player to train.
""Sheffield United are yet to make a decision or acknowledge the severity of Ched Evans's crime,"" said Webster, who previously revealed she was a victim of sexual assault and is a campaigner against domestic violence.","Here's a concise summary of the article:

Ched Evans, a 25-year-old former Manchester City and Norwich City striker, has been freed after serving two and a half years for rape. The Sheffield United club has decided to allow him to train with the team, despite concerns from the PFA and other groups that it may be a mistake. The club acknowledges that Evans is a PFA member and has agreed to allow him to train, but is not prepared to re-sign him. The decision",Sheffield United say they allowed convicted rapist Ched Evans to train with them following a request from the Professional Footballers' Association.,4333,460,148,8.53 seconds,4.50 MB,0.18348623853211007,0.09345794392523364,0.12844036697247707,0.8723289966583252,easy
"An estimated 150,000 passengers will use the airport over the Christmas period.
It will handle up to 120 flights each day until 25 December.
Belfast International Airport managing director, Graham Keddie, said passenger numbers were up almost 17% on the same period last year.
""We're ready for a hectic week,"" he said.
Mr Keddie says passengers should allow ""ample time"" for their journeys.
""To avoid disappointment, check what you're allowed to take on board, and also check with your airline on flight times,"" he said.
City of Derry Airport is also anticipating a busy time, with 10,000 passengers expected to pass through over the Christmas period.
""As well as passengers, thousands of family members are expected to descend on the airport as they welcome their loved ones home for Christmas,"" said Charlene Shongo, commercial and marketing manager.
She said extra staff are in place, but people flying out from the airport are encouraged to arrive ""at least 90 minutes in advance of their scheduled departure time to avoid queues and possible delays over the busy holiday period"".","Here's a concise summary of the given text:

Belfast International Airport and City of Derry Airport are expecting a busy Christmas period, with estimated 150,000 passengers using the airports over the holiday period. 

Key points:

- Belfast International Airport can handle up to 120 flights per day until 25 December.
- Passenger numbers are up 17% compared to the same period last year.
- Passengers are advised to check flight times and airline restrictions before traveling.
- City of Derry","Belfast International Airport is estimating 45,000 passengers will pass through its doors this weekend ahead of the traditional Christmas rush.",1084,496,143,7.29 seconds,0.89 MB,0.1616161616161616,0.08247422680412371,0.12121212121212123,0.8604348301887512,easy
"The rig, which ran aground at Dalmore in August, is being moved on to the heavy transport ship the Hawk.
The 17,000-tonne structure has been disconnected from eight temporary anchors in preparation for its journey to Turkey for scrapping.
Good weather is crucial to this element of the salvage operation going ahead.
BBC Scotland's reporter in Lewis, Angus Macdonald, said on Friday evening that the size of the swell was making efforts to get the rig on to the deck of the Hawk difficult.
He said a decision would be made on Saturday as to whether the rig would go ""in this weather window, or stay until the next break in the weather"".
Hugh Shaw, who is overseeing the salvage work, said: ""If we do find ourselves in the same position tomorrow then we are going to have to make a decision.
""It may be to put the rig back on to the anchors because we are anticipating bad weather coming back through at the beginning of next week and we would have to have the rig secure again by that time.""
Over the past month the Transocean Winner has been removed from Dalmore beach and towed to Broad Bay, Lewis.","Here's a concise summary of the text:

A 17,000-tonne oil rig, which ran aground at Dalmore in August, is being moved to a heavy transport ship, the Hawk, for scrapping in Turkey. The decision on whether to proceed with the salvage operation depends on the weather forecast. The rig's size and the potential for bad weather in the next week are factors in the decision. The salvage team, led by Hugh Shaw, is working to get the rig on board",Rough seas are hampering the final preparations for loading the oil drilling rig Transocean Winner on to a ship off Lewis.,1100,440,122,6.63 seconds,1.11 MB,0.19047619047619047,0.01941747572815534,0.1142857142857143,0.8429276347160339,easy
"The A$715m ($524m; Â£347m) offer, made in December, was described as too low and opportunistic.
Ferrovial first attempted to buy the company in late 2014 but abandoned the bid after failing to get support from Broadspectrum's board.
Shares in Broadspectrum closed 1.2% lower on Thursday.
Broadspectrum, which last September changed its name from Transfield Services, is an outsourcing and construction services company.
It operates in several sectors, including infrastructure, property, defence and financial services.
One of its biggest revenue sources comes from a contract to run Australia's offshore detention centres on Papua New Guinea's Manus Island and on Nauru in the Pacific.
Human rights groups have criticised the management of the centres and the company has faced allegations of abuse and sexual misconduct by its employees.","Here's a concise summary of the given text:

Broadspectrum, a company that operates in infrastructure, property, defence, and financial services, received a $715m offer from Ferrovial in December. However, the bid was deemed too low and opportunistic. The company changed its name from Transfield Services in September and has faced criticism for its management and treatment of employees in its offshore detention centres in Papua New Guinea and Nauru.",Australia offshore detention centre operator Broadspectrum has rejected a second hostile takeover bid from Spanish infrastructure firm Ferrovial.,839,453,145,5.95 seconds,0.80 MB,0.20454545454545453,0.023255813953488375,0.0909090909090909,0.8580840826034546,easy
"Germany's federal statistics office Destatis, said the annual rate of inflation fell to 0.2% in December from 0.6% a month earlier.
That was its lowest level since October 2009.
It comes two days before eurozone inflation figures for December, which some analysts believe will show the currency bloc falling into deflation.
Inflation in the 18-nation currency bloc in November stood at 0.3% according to the European Union's statistics agency, Eurostat.
It has been below the Bank's target of 2%, or just below, since the start of 2013.
A number of other eurozone countries, including Spain and Italy, have already fallen into deflation.
Using the European Central Bank's (ECB) preferred statistical calculations -  the Harmonised Index of Consumer Prices (HICP) - German inflation was even lower at 0.1% in December.
The latest figures will increase pressure on the ECB to begin buying government debt.
After the ECB's December meeting left interest rates unchanged at 0.05%, the bank's president, Mario Draghi, said it had ""stepped up"" its preparations to act if needed, and help prop up inflation in the eurozone.
While low inflation leads to lower prices and can be good news for consumers, it can also lead to falling economic activity, job losses and recession.
Consumers and businesses tend to postpone making purchases or investments in the belief that prices may fall further.
This can lead prices even lower to the point where businesses are forced to lay off staff or even close altogether.
In the summer the ECB cut interest rates to a new all-time low and began an asset purchase programme to inject cash into the economy to help combat deflation.
But big falls in the price of oil, which has fallen more than 50% in the past six months, has had a greater impact on prices, continuing to push them lower.
Jennifer McKeown at Capital Economics said that the fall in German inflation was largely due to lower oil prices, and that the broader eurozone figure was likely to be negative for the first time since October 2009.
She added: ""Such a development would surely make the pressure for the ECB to implement quantitative easing at its January meeting irresistible.""
But concerns remain over how the ECB will structure its bond buying programme and whether Greek bonds will be included - given the uncertainty over which political party will win the snap election called for three days after the next ECB meeting.
The far-left Syriza party, which has vowed to reverse the austerity measures that were a condition for Greek bailout packages totalling â‚¬240bn (Â£187bn), holds a narrow lead in opinion polls.","Here's a concise summary of the article:

Germany's inflation rate fell to 0.2% in December, its lowest level since 2009, according to Destatis. This is the lowest rate since October 2009. The fall in inflation is attributed to lower oil prices, which have dropped by over 50% in the past six months. The European Central Bank (ECB) has been preparing to buy government debt to help combat deflation, and its president Mario Draghi said","Inflation in Germany fell to its lowest level in more than five years in December, official figures have shown.",2619,436,111,7.21 seconds,1.34 MB,0.24999999999999997,0.0851063829787234,0.16666666666666669,0.8688002228736877,easy
"Brannagan, 20, has played nine first-team games for the Reds since his debut in a Europa League tie against Bordeaux in September 2015.
His first start came in last term's EFL Cup tie against AFC Bournemouth and he has played for England Under-20s.
The move reunites Brannagan with Joe Maguire, who joined from Liverpool permanently earlier this month.
Find all the latest football transfers on our dedicated page or visit our Premier League tracker here.","Here's a concise summary of the given text:

Brannagan, a 20-year-old, has played 9 Premier League games for Liverpool since his debut in 2015. He made his first start in the EFL Cup against AFC Bournemouth. The move reunites him with former Liverpool teammate Joe Maguire, who joined the club permanently.",Liverpool have loaned midfielder Cameron Brannagan to Fleetwood Town until the end of the season.,455,306,97,5.76 seconds,0.08 MB,0.14492753623188404,0.029850746268656716,0.08695652173913045,0.8431898951530457,easy
"Carwyn Jones said the left-winger had ""energised a huge number of people who were previously disengaged from party politics"".
He called on Labour to ""come together, get organised and take on the Tories"".
The first minister had previously said Mr Corbyn would be ""an unusual choice"" for leader.
Mr Corbyn was declared the winner of the contest to succeed Ed Miliband at a special Labour party event in London on Saturday with nearly 60% of first preference votes.
Tom Watson was elected to serve as his deputy.
Despite initially being seen as the rank outsider, Mr Corbyn saw a surge in support to beat his more mainstream rivals Andy Burnham, Yvette Cooper and Liz Kendall.
Shadow work and pensions secretary Rachel Reeves and education spokesman Tristram Hunt have both said they will not serve on the new leader's front bench, while Ms Cooper said she did not expect to be asked.
However, Shadow Welsh Secretary Owen Smith said he was ""a Labour man first and foremost"" and would be willing to serve in Mr Corbyn's shadow cabinet.
He described the leadership election as ""an amazing moment"", calling on Labour to unite and ""capitalise"" on the interest of more than 400,000 people who voted in the contest.
""We've got a phenomenon on our hands that we need to work with for the betterment of the people we seek to represent,"" he said.
First Minister Carwyn Jones congratulated Mr Corbyn on his ""impressive"" win.
He added: ""His campaign has energised a huge number of people who were previously disengaged from party politics and we must embrace that.
""We should also thank the other leadership candidates for a campaign well-fought. The challenge for the party now is to come together, get organised and take on the Tories.
""I look forward to meeting with Jeremy soon to discuss our campaign plans for the vital election in Wales next year.""
During his victory speech, Mr Corbyn praised Mr Jones for his leadership in Wales.
He congratulated Welsh Labour for ending the internal market in the health service, saying it was ""something we want to do in the rest of Britain"".
Other leading Welsh Labour figures called for unity behind their new leader.
Shadow Culture Secretary and Rhondda MP Chris Bryant told BBC News: ""We're good at knocking lumps out of each other ... we need to knock lumps out of the Tories.""
Cynon Valley MP Ann Clwyd tweeted: ""Jeremy - brill!  Human rights will be safe in your hands.
""Your tenacity and sincerity have inspired a new generation.""
Newport West MP Paul Flynn said on Twitter: ""All the forecasts of doom by media and Labour's extinct volcanoes blown over by vast scale of victory from party members old and new.
""As a member of the select exclusive band of Liz Kendall supporters, I rejoice that we are all Corbyn-ites now,"" he added.
Baroness Eluned Morgan, a former Euro-MP who hopes to run for the assembly in 2016, tweeted: ""A new chapter in the history of the Labour Party begins. It's going to be a roller coaster ride. Hold onto your hats!""
Opposition parties appeared scornful of Labour's prospects under their new leader.
Reacting for the Conservatives, Welsh Secretary Stephen Crabb said on Twitter: ""Welsh Labour finally have a UK leader in its mould - [they] have banned Free Schools, Academies, Right to Buy.
""Wales already a test bed for Corbynism.""
Plaid Cymru leader Leanne Wood said Mr Corbyn's victory would do nothing to change ""Labour's terrible record in government in Wales"".
""Plaid Cymru congratulates Jeremy Corbyn on his election,"" she added.
""We hope that he will now deliver the votes of his MPs to join Plaid Cymru MPs in opposing those Tory policies that are causing great harm to people in Wales and beyond.
""However, his election cannot alter Labour's dismal record in government in Wales.
""Their legacy, especially since devolution, is one of failure and managed decline.""
Welsh Liberal Democrat leader Kirsty Williams said: ""The reality is that Labour under Corbyn will become exactly the opposite of what this country needs right now: anti-Europe, anti-business and economically illiterate.""
So how will Jeremy Corbyn's victory go down in the only part of the UK where there's a devolved Labour government?
A number of senior figures in Wales have been telling me privately how concerned they are about the implications for the assembly election in 2016.
Above all it will be a judgment of the record of Carwyn Jones's government, but the fear among many is that a Corbyn win will make it easier for opponents to challenge in marginal seats like the Vale of Glamorgan, the Vale of Clwyd and Cardiff North, where the Tories performed well in the general election but which are held by Labour in the assembly.
And will Welsh Labour MPs unite behind the new leader? The jury is still out.
One told me there is a tendency to catastrophise about a party that is surprisingly resilient while another told me how hard he would find it to be loyal to a man who has rebelled so often in the past.
And what about the new party members who joined up because of Corbyn? They have been as visible in Wales as elsewhere.
Their big hope is that the new leader drags the centre ground of British politics to where they believe it should be - to the left.","Here's a concise summary of the article:

Jeremy Corbyn won the Labour leadership election in Wales, securing nearly 60% of first preference votes. He was supported by a surge in support from disengaged voters, with many expressing enthusiasm for his left-wing policies. Corbyn's victory was seen as a significant shift in the party's direction, with some praising his leadership and others expressing concerns about the implications for the Welsh Assembly election in 2016.

Key points:

* Corbyn won the leadership election with","Jeremy Corbyn has been praised for his ""impressive"" win in the Labour leadership contest by the first minister.",5208,530,111,10.87 seconds,0.14 MB,0.21359223300970875,0.099009900990099,0.1553398058252427,0.8606786131858826,easy
"The 27-year-old, who won the last of his nine England caps in October 2012, scored a hat-trick in Saturday's 3-3 Premier League draw with Arsenal.
Asked if he was thinking about a call-up for the tournament in France this summer, Carroll said: ""Without a doubt.
""I have to keep that in the back of my head, but I have to play each game here and see how it goes,"" he told BT Sport.
Carroll, who has two international goals, was involved in Roy Hodgson's squad at the last European Championships in Poland and Ukraine in 2012 - opening the scoring in the victory over Sweden in the group stage.
The former Newcastle forward has been plagued by injuries since completing a £15m move from Liverpool in June 2013, but he marked his 50th Premier League appearance since then with the second top-flight treble of his career.
Media playback is not supported on this device
West Ham manager Slaven Bilic added: ""Andy Carroll has everything. It's impossible to stop him.
""Watch how many times he tried to get the ball off them. He was keeping the ball, laying it off.
""Heading - he's maybe the best in the world. He has to stay away from those injuries. He's professional but he's got to be totally dedicated to his career and football.""
Former Republic of Ireland and Liverpool defender Mark Lawrenson on Match of the Day 2 Extra
""Andy Carroll is way down the list of strikers England have got at their disposal. They have a real luxury of strikers. How often does Carroll do what he can do best for West Ham? Taking him to the Euros would be like going back to the dark ages.
""Harry Kane, Jamie Vardy, Wayne Rooney, Daniel Sturridge, Danny Welbeck - they are all better players and the game is completely different now. It's not just whack it into the middle and fight for it. When has Carroll ever really been outstanding?""
Former Celtic and Bolton manager Neil Lennon on BBC Radio 5 live
""I would (take him), yes. He's my type of centre-forward. The big man was really up for it and he's been magnificent.
""With 10 minutes to go in an England game, he could be an option for Roy Hodgson.""
Theo Walcott, 2006 World Cup: Arsenal paid £10m to sign Walcott from Southampton in January 2006. He failed to make a single top-flight appearance for the Gunners in the remainder of the 2005-06 season, but England boss Sven-Goran Eriksson made him England's youngest international at the age of 17 years and 75 days, and then took him to the World Cup in Germany. Walcott did not play a single minute at the tournament.
Steve Bull, 1990 World Cup: Bull scored 102 goals in two seasons to help Wolves to the Fourth Division and Third Division titles. That form convinced England manager Bobby Robson to call up the striker, who scored on his debut against Scotland in 1989. Bull, whose limited top-flight experience came early in his career at West Bromwich Albion, was included in the squad for the World Cup in Italy. He made four appearances at the tournament - but did not score a goal.
Jack Butland, Euro 2012: Goalkeeper Butland was called up by Hodgson because of John Ruddy's injury and went to Poland and Ukraine as England's third-choice goalkeeper, despite having not played a top-flight game at that stage.","Here's a concise summary of the article:

Andy Carroll, a 27-year-old England international, scored a hat-trick in a 3-3 draw with Arsenal, but was asked about his potential call-up for the 2024 European Championship. 

Carroll, who has been plagued by injuries since joining Liverpool in 2013, has been a key player for West Ham United. Manager Slaven Bilic praises Carroll's skills, saying he's ""the best in the world"" and",West Ham striker Andy Carroll says he has not given up hope of being recalled to the England squad for Euro 2016.,3201,424,113,11.48 seconds,2.44 MB,0.22222222222222224,0.041237113402061855,0.10101010101010101,0.86280357837677,easy
